Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales,Rating
BB4415,11.79,Low Fat,0.126,Canned,OUT018,1996,Small,Tier 3,Hypermarket,4558.95,3.5
BB4416,13.99,Regular,0.014,Dairy,OUT035,2011,High,Tier 3,Grocery Store,1412.86,1.4
BB4417,17.58,Regular,0.081,Dairy,OUT027,2009,High,Tier 1,Hypermarket,1743.1,1.8
BB4418,15.89,Low Fat,0.08,Vegetables,OUT045,2008,High,Tier 1,Supermarket,2184.87,3
BB4419,18.34,Low Fat,0.105,Household,OUT019,2003,Small,Tier 1,Grocery Store,673.22,3.5
BB4420,4.31,Regular,0.063,Household,OUT046,2016,High,Tier 2,Hypermarket,3051.41,1.6
BB4421,8.83,Regular,0.197,Soft Drinks,OUT049,2001,High,Tier 3,Hypermarket,3918.03,3.1
BB4422,18.5,Non-Edible,0.186,Frozen Foods,OUT045,1997,Small,Tier 3,Hypermarket,4675.96,3.2
BB4423,10.09,Low Fat,0.127,Household,OUT049,2002,High,Tier 1,Hypermarket,2930.89,4.2
BB4424,8.27,Non-Edible,0.127,Baking Goods,OUT018,2018,Medium,Tier 3,Grocery Store,1543.51,3.7
BB4425,7.17,Non-Edible,0.176,Canned,OUT027,2005,High,Tier 2,Supermarket,2281.48,1.8
BB4426,16.18,Non-Edible,0.122,Baking Goods,OUT035,2007,Small,Tier 1,Hypermarket,4855.92,4.9
BB4427,19.53,Non-Edible,0.067,Dairy,OUT035,2018,Medium,Tier 1,Grocery Store,3212.21,1.7
BB4428,17.04,Non-Edible,0.087,Vegetables,OUT019,1997,High,Tier 1,Supermarket,911.32,1.6
BB4429,19.07,Non-Edible,0.194,Snacks,OUT045,2017,Small,Tier 1,Grocery Store,4205.18,1.9
BB4430,8.64,Non-Edible,0.187,Frozen Foods,OUT035,2009,Medium,Tier 3,Supermarket,4200.9,1.7
BB4431,11.09,Low Fat,0.124,Dairy,OUT049,1995,Medium,Tier 1,Grocery Store,2813.8,1.3
BB4432,3.47,Non-Edible,0.086,Dairy,OUT019,2003,Small,Tier 2,Grocery Store,4573.96,4.2
BB4433,3.72,Regular,0.014,Snacks,OUT046,2004,Medium,Tier 1,Supermarket,4746.97,1.6
BB4434,14.56,Low Fat,0.138,Soft Drinks,OUT019,1999,Medium,Tier 2,Grocery Store,3093.27,3.6
BB4435,2.86,Regular,0.014,Vegetables,OUT035,2022,Medium,Tier 3,Supermarket,2350.23,1.6
BB4436,17.68,Regular,0.139,Fruits,OUT049,1999,Medium,Tier 1,Supermarket,3414.84,4.9
BB4437,3.89,Low Fat,0.126,Canned,OUT018,2007,Medium,Tier 3,Supermarket,1759.42,4.5
BB4438,9.12,Non-Edible,0.052,Health,OUT049,1995,High,Tier 3,Hypermarket,2801.56,3.1
BB4439,6.92,Regular,0.031,Health,OUT046,2015,High,Tier 2,Hypermarket,3317.97,2.4
BB4440,15.23,Non-Edible,0.111,Vegetables,OUT035,2017,Medium,Tier 3,Supermarket,4415.31,2.8
BB4441,11.33,Low Fat,0.129,Fruits,OUT046,2003,High,Tier 3,Supermarket,2969.7,3.1
BB4442,10.87,Non-Edible,0.163,Canned,OUT046,2002,Medium,Tier 3,Supermarket,4235.41,1.9
BB4443,6.35,Regular,0.144,Soft Drinks,OUT049,2015,Medium,Tier 3,Supermarket,786.98,4.2
BB4444,19.7,Low Fat,0.034,Vegetables,OUT035,2012,Small,Tier 1,Grocery Store,2698.66,1.5
BB4445,10.34,Non-Edible,0.107,Soft Drinks,OUT046,2000,High,Tier 1,Hypermarket,3093.21,2.4
BB4446,18.65,Low Fat,0.189,Fruits,OUT019,2010,Small,Tier 2,Supermarket,538.43,4.4
BB4447,16.98,Non-Edible,0.168,Fruits,OUT018,2000,Medium,Tier 1,Grocery Store,1510.33,1.6
BB4448,5.42,Regular,0.108,Frozen Foods,OUT049,2010,Medium,Tier 2,Grocery Store,4310.17,1.5
BB4449,8.51,Low Fat,0.087,Canned,OUT049,1999,High,Tier 1,Grocery Store,4464.95,3
BB4450,15.33,Low Fat,0.185,Frozen Foods,OUT027,2018,Small,Tier 3,Hypermarket,3347.57,1
BB4451,8.76,Non-Edible,0.027,Soft Drinks,OUT035,2011,High,Tier 2,Supermarket,4007.41,3
BB4452,7.92,Non-Edible,0.101,Household,OUT046,2003,Medium,Tier 1,Grocery Store,4143.69,1
BB4453,13.26,Regular,0.053,Frozen Foods,OUT018,1997,Medium,Tier 1,Hypermarket,1859.86,1.9
BB4454,10.8,Regular,0.127,Snacks,OUT049,1997,High,Tier 2,Supermarket,2829.08,4.3
BB4455,2.57,Non-Edible,0.026,Canned,OUT027,1995,High,Tier 3,Supermarket,2618.33,3
BB4456,14.56,Regular,0.104,Dairy,OUT045,1995,Small,Tier 3,Supermarket,2379.05,1.8
BB4457,10.89,Low Fat,0.141,Baking Goods,OUT019,1996,Small,Tier 1,Grocery Store,2607.52,4.8
BB4458,8.62,Non-Edible,0.027,Canned,OUT046,2021,Small,Tier 3,Supermarket,1247.54,1.2
BB4459,19.49,Non-Edible,0.122,Snacks,OUT046,1996,Medium,Tier 1,Grocery Store,4878.45,3.5
BB4460,4.3,Low Fat,0.191,Fruits,OUT027,2009,High,Tier 3,Grocery Store,2910.67,4.3
BB4461,12.7,Low Fat,0.134,Health,OUT027,2010,High,Tier 3,Supermarket,1173.52,4.5
BB4462,6.07,Non-Edible,0.066,Fruits,OUT027,1998,Small,Tier 1,Grocery Store,800.16,2
BB4463,4.62,Non-Edible,0.029,Soft Drinks,OUT045,1998,Small,Tier 2,Hypermarket,3166.59,4.8
BB4464,14.91,Regular,0.069,Vegetables,OUT027,2017,Small,Tier 1,Grocery Store,1069.3,1
BB4465,6.03,Non-Edible,0.131,Frozen Foods,OUT035,2012,Small,Tier 1,Hypermarket,890.46,1.4
BB4466,15.94,Low Fat,0.13,Fruits,OUT018,2011,High,Tier 2,Supermarket,655.18,3.1
BB4467,10.34,Low Fat,0.01,Snacks,OUT018,2010,Medium,Tier 3,Supermarket,4601.88,2.8
BB4468,4.4,Low Fat,0.163,Canned,OUT018,2005,Small,Tier 1,Grocery Store,2226.85,3.2
BB4469,3.1,Non-Edible,0.04,Soft Drinks,OUT027,2011,Medium,Tier 2,Grocery Store,2282.23,1.9
BB4470,4.25,Non-Edible,0.13,Frozen Foods,OUT046,2004,Small,Tier 3,Hypermarket,1499.02,1.5
BB4471,17.62,Low Fat,0.015,Vegetables,OUT049,2010,Medium,Tier 1,Grocery Store,2360.54,3.6
BB4472,14.09,Non-Edible,0.184,Fruits,OUT046,1997,Small,Tier 3,Supermarket,4989.23,4.7
BB4473,4.71,Regular,0.01,Snacks,OUT035,2006,Small,Tier 2,Supermarket,4742.53,2.6
BB4474,3.03,Non-Edible,0.119,Soft Drinks,OUT018,2022,High,Tier 1,Hypermarket,709.08,1.3
BB4475,13.4,Non-Edible,0.161,Baking Goods,OUT027,2022,Small,Tier 1,Supermarket,1390.22,2.9
BB4476,6.3,Regular,0.031,Dairy,OUT046,2019,High,Tier 2,Supermarket,3979.91,1.6
BB4477,5.31,Non-Edible,0.041,Vegetables,OUT045,2019,Small,Tier 2,Grocery Store,2054.56,4.6
BB4478,11.03,Regular,0.11,Soft Drinks,OUT035,2018,Medium,Tier 3,Grocery Store,4363.99,2.6
BB4479,7.67,Regular,0.063,Dairy,OUT018,1998,Medium,Tier 1,Hypermarket,1330.16,1.2
BB4480,10.36,Regular,0.081,Canned,OUT049,2012,High,Tier 3,Supermarket,930.67,4.6
BB4481,7.65,Regular,0.063,Health,OUT049,2015,High,Tier 2,Supermarket,4921.62,1.1
BB4482,4.45,Non-Edible,0.158,Household,OUT027,2007,Medium,Tier 1,Supermarket,3791.01,4.7
BB4483,14.06,Regular,0.151,Health,OUT049,2002,High,Tier 3,Hypermarket,4127.38,3.9
BB4484,7.38,Non-Edible,0.114,Vegetables,OUT027,2002,Medium,Tier 2,Grocery Store,1353.05,4.3
BB4485,18.67,Low Fat,0.157,Fruits,OUT018,1998,Small,Tier 1,Hypermarket,894.34,3.7
BB4486,3.84,Non-Edible,0.192,Snacks,OUT035,2006,Medium,Tier 2,Supermarket,1874.95,1.7
BB4487,9.01,Non-Edible,0.053,Frozen Foods,OUT046,2000,Small,Tier 2,Hypermarket,2117.07,2.8
BB4488,19.21,Non-Edible,0.105,Canned,OUT049,2000,Small,Tier 2,Supermarket,1372.97,1.4
BB4489,11.66,Low Fat,0.11,Snacks,OUT045,2012,Small,Tier 3,Hypermarket,4139.86,2.1
BB4490,19.74,Regular,0.116,Dairy,OUT035,2002,High,Tier 2,Hypermarket,3626.42,1.7
BB4491,15.78,Regular,0.17,Health,OUT045,1995,High,Tier 3,Supermarket,1340.32,3.9
BB4492,5.5,Low Fat,0.192,Baking Goods,OUT027,1997,Medium,Tier 3,Hypermarket,1861.11,4.6
BB4493,7.5,Non-Edible,0.146,Frozen Foods,OUT035,2015,Medium,Tier 3,Supermarket,4681.95,3.6
BB4494,3.66,Low Fat,0.021,Soft Drinks,OUT018,2012,Small,Tier 2,Hypermarket,2759.62,4.8
BB4495,8.11,Non-Edible,0.086,Health,OUT046,2005,Small,Tier 3,Hypermarket,2029.54,2.7
BB4496,2,Low Fat,0.091,Frozen Foods,OUT035,2001,Medium,Tier 1,Hypermarket,4994.78,4
BB4497,17.37,Non-Edible,0.163,Household,OUT027,2018,Medium,Tier 1,Grocery Store,1466.79,4.6
BB4498,10.06,Regular,0.122,Snacks,OUT049,2013,High,Tier 3,Hypermarket,1321.83,1.4
BB4499,14.97,Non-Edible,0.079,Health,OUT027,2022,High,Tier 2,Hypermarket,4553.09,1.6
BB4500,6.36,Low Fat,0.084,Dairy,OUT027,2003,Medium,Tier 1,Grocery Store,501.43,3.5
BB4501,7.66,Regular,0.01,Baking Goods,OUT046,2015,Small,Tier 3,Grocery Store,2481.74,2.2
BB4502,2.42,Low Fat,0.114,Snacks,OUT049,2008,High,Tier 2,Hypermarket,784.41,2.4
BB4503,19.38,Regular,0.091,Fruits,OUT046,2014,Small,Tier 1,Hypermarket,1679.32,3.1
BB4504,17.84,Low Fat,0.163,Household,OUT019,1999,High,Tier 2,Supermarket,4917.58,3.4
BB4505,9.71,Regular,0.119,Frozen Foods,OUT019,2012,Small,Tier 2,Supermarket,4155.88,3.1
BB4506,10.3,Regular,0.14,Canned,OUT018,2012,Small,Tier 1,Grocery Store,4318.41,2.7
BB4507,6.16,Low Fat,0.053,Soft Drinks,OUT018,2022,Small,Tier 2,Supermarket,3944.35,4.2
BB4508,6.93,Low Fat,0.112,Health,OUT046,2010,Small,Tier 2,Supermarket,523.99,1.3
BB4509,10.98,Low Fat,0.041,Canned,OUT018,2018,Medium,Tier 1,Supermarket,1481.21,1.7
BB4510,16.13,Low Fat,0.037,Fruits,OUT049,2012,Medium,Tier 1,Hypermarket,4934.64,3.5
BB4511,10.13,Regular,0.17,Fruits,OUT027,1997,Medium,Tier 1,Grocery Store,1367.23,3.5
BB4512,16.42,Non-Edible,0.029,Baking Goods,OUT045,2012,High,Tier 1,Supermarket,2617.55,1.4
BB4513,11.92,Low Fat,0.143,Fruits,OUT049,2020,Medium,Tier 1,Grocery Store,3476.64,1.5
BB4514,19.28,Low Fat,0.104,Household,OUT018,2005,High,Tier 1,Grocery Store,3979.55,2.7
BB4515,7.01,Non-Edible,0.141,Baking Goods,OUT019,2001,High,Tier 3,Supermarket,4202.1,4.8
BB4516,12.72,Non-Edible,0.026,Baking Goods,OUT027,2008,Small,Tier 2,Hypermarket,2516.32,2.6
BB4517,9.38,Low Fat,0.166,Fruits,OUT027,2020,Small,Tier 1,Hypermarket,589.47,2.7
BB4518,6.67,Regular,0.182,Vegetables,OUT046,2001,Medium,Tier 3,Supermarket,1793.82,1.6
BB4519,19.37,Regular,0.162,Snacks,OUT027,2022,Medium,Tier 3,Grocery Store,1266.88,2.6
BB4520,19.88,Non-Edible,0.016,Vegetables,OUT019,2003,High,Tier 1,Supermarket,3566.9,3.3
BB4521,3.06,Regular,0.082,Fruits,OUT019,2019,High,Tier 1,Hypermarket,1645.51,3.7
BB4522,17.02,Regular,0.099,Frozen Foods,OUT027,2003,Small,Tier 1,Grocery Store,3237.88,1.8
BB4523,16.8,Low Fat,0.1,Fruits,OUT018,2011,Small,Tier 3,Supermarket,2337.39,3.6
BB4524,12.7,Low Fat,0.183,Fruits,OUT046,2012,Small,Tier 1,Hypermarket,1867.12,2.6
BB4525,16.84,Low Fat,0.031,Household,OUT019,2006,Small,Tier 2,Grocery Store,1590.56,2.7
BB4526,2.22,Low Fat,0.092,Fruits,OUT049,2006,High,Tier 3,Supermarket,4534.57,1.3
BB4527,13.74,Regular,0.168,Dairy,OUT035,2015,Small,Tier 3,Supermarket,1408.73,4.2
BB4528,7.13,Low Fat,0.164,Vegetables,OUT018,2020,Small,Tier 3,Hypermarket,1742.17,1.7
BB4529,12.43,Non-Edible,0.079,Health,OUT049,2018,High,Tier 3,Supermarket,4036.46,3.8
BB4530,16.65,Regular,0.102,Dairy,OUT046,2011,Medium,Tier 1,Hypermarket,3060.45,4.2
BB4531,3.26,Low Fat,0.198,Baking Goods,OUT045,1995,High,Tier 2,Hypermarket,3410.71,2
BB4532,15.89,Non-Edible,0.186,Baking Goods,OUT045,2004,Medium,Tier 2,Supermarket,1182.69,2
BB4533,18.87,Regular,0.161,Soft Drinks,OUT045,2004,Small,Tier 2,Grocery Store,1384,4.2
BB4534,17.85,Regular,0.15,Vegetables,OUT046,2018,Small,Tier 1,Supermarket,1689.33,4
BB4535,12.16,Regular,0.181,Baking Goods,OUT046,1999,Medium,Tier 1,Hypermarket,4565.32,4
BB4536,6.57,Low Fat,0.177,Health,OUT035,2016,Medium,Tier 2,Supermarket,3275.62,3.7
BB4537,14.5,Low Fat,0.11,Dairy,OUT045,1996,Small,Tier 1,Supermarket,4508.08,1.8
BB4538,12.58,Non-Edible,0.165,Snacks,OUT035,2011,Small,Tier 1,Supermarket,3832.41,4.1
BB4539,10.98,Regular,0.124,Fruits,OUT018,1996,Medium,Tier 2,Supermarket,929.87,4
BB4540,11.51,Regular,0.136,Vegetables,OUT045,2015,High,Tier 3,Grocery Store,3904.39,2.4
BB4541,18.69,Regular,0.14,Dairy,OUT027,2000,Small,Tier 3,Grocery Store,2044.7,3.5
BB4542,4.82,Non-Edible,0.039,Vegetables,OUT049,2000,High,Tier 1,Supermarket,2153.8,1.9
BB4543,18.87,Regular,0.093,Health,OUT046,2017,High,Tier 1,Grocery Store,3009.07,3.1
BB4544,4.13,Regular,0.044,Fruits,OUT035,2021,High,Tier 3,Grocery Store,4601.76,1.2
BB4545,8.82,Regular,0.042,Household,OUT027,2020,Medium,Tier 1,Grocery Store,4150.61,1.1
BB4546,6.39,Non-Edible,0.122,Baking Goods,OUT049,2013,Small,Tier 3,Grocery Store,2026.97,3.1
BB4547,16.19,Regular,0.177,Health,OUT049,2019,Small,Tier 1,Supermarket,2954.93,3.8
BB4548,19.63,Regular,0.092,Baking Goods,OUT045,2010,Medium,Tier 1,Grocery Store,2782.71,2.7
BB4549,16.31,Non-Edible,0.11,Baking Goods,OUT027,1995,High,Tier 1,Supermarket,625.72,2.5
BB4550,6.74,Non-Edible,0.179,Vegetables,OUT046,2020,Medium,Tier 2,Supermarket,2714.03,3.8
BB4551,8.06,Regular,0.075,Household,OUT019,2004,Small,Tier 3,Grocery Store,2910.87,1.6
BB4552,15.58,Low Fat,0.151,Snacks,OUT018,2021,High,Tier 3,Hypermarket,3887.72,3.3
BB4553,19.8,Regular,0.11,Canned,OUT019,2012,Small,Tier 1,Supermarket,873.55,4.6
BB4554,14.72,Regular,0.163,Health,OUT027,2013,Small,Tier 1,Supermarket,4046.02,3.2
BB4555,15.39,Non-Edible,0.078,Dairy,OUT046,2015,Small,Tier 2,Grocery Store,1925.24,3.4
BB4556,16.27,Low Fat,0.143,Fruits,OUT046,2015,High,Tier 3,Grocery Store,3524.7,4.7
BB4557,15.89,Non-Edible,0.178,Dairy,OUT046,2014,Medium,Tier 1,Hypermarket,1393.28,4.4
BB4558,13.18,Low Fat,0.018,Fruits,OUT045,2005,High,Tier 2,Hypermarket,4096.31,1.6
BB4559,17.54,Non-Edible,0.025,Vegetables,OUT046,2008,Medium,Tier 1,Hypermarket,3339.92,4.7
BB4560,11.43,Low Fat,0.047,Vegetables,OUT045,1998,Small,Tier 3,Hypermarket,1134.66,2.1
BB4561,4.12,Regular,0.11,Frozen Foods,OUT027,1995,High,Tier 3,Grocery Store,1542.35,3
BB4562,9.21,Non-Edible,0.15,Frozen Foods,OUT027,2007,Medium,Tier 2,Supermarket,2456.58,2.2
BB4563,11.75,Regular,0.04,Baking Goods,OUT019,2010,Medium,Tier 3,Grocery Store,3062.48,2
BB4564,9.58,Low Fat,0.196,Household,OUT046,2015,Medium,Tier 3,Grocery Store,1917.06,4.5
BB4565,12.38,Regular,0.046,Vegetables,OUT035,2003,Medium,Tier 2,Grocery Store,2846.52,3.2
BB4566,8.95,Regular,0.038,Frozen Foods,OUT049,1999,Small,Tier 3,Hypermarket,4745.25,2.4
BB4567,8.39,Low Fat,0.048,Fruits,OUT035,2002,Small,Tier 1,Grocery Store,4252.74,1.8
BB4568,5.95,Regular,0.029,Fruits,OUT027,2015,Small,Tier 1,Hypermarket,3070.84,2.4
BB4569,11.44,Regular,0.034,Frozen Foods,OUT019,2000,Small,Tier 1,Supermarket,2436.3,3.7
BB4570,18.17,Low Fat,0.197,Snacks,OUT049,2014,Small,Tier 2,Hypermarket,4364.94,1.2
BB4571,16.37,Non-Edible,0.168,Fruits,OUT035,2014,Medium,Tier 3,Grocery Store,566.04,3.5
BB4572,10.86,Low Fat,0.125,Soft Drinks,OUT019,2021,Small,Tier 1,Supermarket,4313.04,1.1
BB4573,17.96,Regular,0.045,Snacks,OUT027,1995,Small,Tier 3,Supermarket,3489.97,1.3
BB4574,19.65,Regular,0.079,Snacks,OUT049,2007,Small,Tier 1,Hypermarket,3570.29,4.9
BB4575,6.99,Regular,0.043,Baking Goods,OUT035,2020,Medium,Tier 1,Supermarket,4255.39,5
BB4576,12.83,Low Fat,0.133,Baking Goods,OUT045,2013,High,Tier 3,Hypermarket,1806.33,3.1
BB4577,15.39,Regular,0.078,Canned,OUT049,2004,Medium,Tier 1,Hypermarket,4243.86,3.8
BB4578,13.84,Regular,0.023,Baking Goods,OUT035,2008,Medium,Tier 2,Grocery Store,3767.81,4.7
BB4579,18.74,Low Fat,0.039,Health,OUT045,2012,Small,Tier 1,Grocery Store,4968.11,1.8
BB4580,6.28,Low Fat,0.132,Dairy,OUT019,2022,Medium,Tier 2,Supermarket,3393.19,2.6
BB4581,11.49,Regular,0.168,Household,OUT035,2021,Medium,Tier 3,Supermarket,3517.55,2.9
BB4582,13.48,Low Fat,0.103,Canned,OUT045,1999,Medium,Tier 1,Hypermarket,3604.95,3.6
BB4583,11.32,Non-Edible,0.138,Canned,OUT035,2005,High,Tier 1,Hypermarket,1332.26,4.7
BB4584,6.06,Non-Edible,0.056,Vegetables,OUT035,2012,Medium,Tier 3,Grocery Store,4912.89,2.3
BB4585,18.74,Low Fat,0.023,Vegetables,OUT046,2012,Small,Tier 1,Hypermarket,3255.73,1.5
BB4586,4.63,Low Fat,0.026,Vegetables,OUT035,2009,High,Tier 3,Grocery Store,3531.82,1.1
BB4587,10.74,Low Fat,0.198,Frozen Foods,OUT046,2013,High,Tier 3,Hypermarket,4034.2,2.6
BB4588,12.52,Low Fat,0.108,Canned,OUT027,2014,Medium,Tier 3,Supermarket,1505.84,1.9
BB4589,13.01,Regular,0.132,Baking Goods,OUT045,2018,High,Tier 3,Supermarket,4475.68,1.8
BB4590,4.47,Regular,0.154,Dairy,OUT046,2020,Small,Tier 1,Hypermarket,3698.24,4.5
BB4591,10.09,Low Fat,0.016,Dairy,OUT045,2015,High,Tier 3,Hypermarket,2559.63,1.4
BB4592,10.1,Regular,0.131,Vegetables,OUT046,1997,Small,Tier 2,Hypermarket,3296.02,2.2
BB4593,6.98,Regular,0.159,Baking Goods,OUT046,2016,Medium,Tier 1,Grocery Store,4112.32,5
BB4594,15.47,Regular,0.16,Household,OUT046,2006,High,Tier 2,Grocery Store,3320.72,4.2
BB4595,17.22,Low Fat,0.146,Health,OUT046,2010,High,Tier 3,Supermarket,2573.84,2.9
BB4596,14.42,Low Fat,0.085,Baking Goods,OUT027,2011,High,Tier 1,Hypermarket,2754.13,3.1
BB4597,10.99,Regular,0.149,Baking Goods,OUT046,2020,Medium,Tier 3,Hypermarket,697.57,2.1
BB4598,14.04,Non-Edible,0.181,Baking Goods,OUT035,2006,High,Tier 3,Hypermarket,3648.75,1.3
BB4599,16.62,Low Fat,0.045,Vegetables,OUT046,2011,Medium,Tier 2,Hypermarket,4868.47,4.6
BB4600,6.6,Regular,0.107,Fruits,OUT018,2014,High,Tier 2,Grocery Store,3398.1,4.4
BB4601,14.22,Low Fat,0.044,Snacks,OUT045,1995,Medium,Tier 2,Hypermarket,4784.19,2.4
BB4602,12.99,Low Fat,0.124,Health,OUT035,2016,Medium,Tier 2,Supermarket,2914.97,1.6
BB4603,3.28,Regular,0.184,Baking Goods,OUT027,1997,Medium,Tier 3,Grocery Store,2595.38,4.3
BB4604,9.86,Low Fat,0.191,Soft Drinks,OUT045,2014,High,Tier 3,Hypermarket,3072.45,1.2
BB4605,6.62,Non-Edible,0.045,Snacks,OUT019,2010,Medium,Tier 1,Supermarket,3732.79,3.3
BB4606,3.01,Non-Edible,0.054,Health,OUT046,2012,High,Tier 2,Supermarket,3844.78,4
BB4607,17.26,Regular,0.152,Baking Goods,OUT046,2002,High,Tier 2,Grocery Store,4557.95,3.5
BB4608,6.27,Regular,0.027,Baking Goods,OUT019,2006,Small,Tier 3,Hypermarket,1914.47,2
BB4609,19.4,Regular,0.064,Baking Goods,OUT027,2012,Medium,Tier 3,Supermarket,4116.71,1.2
BB4610,15.4,Non-Edible,0.132,Vegetables,OUT018,2011,Medium,Tier 2,Supermarket,3142.26,5
BB4611,4.75,Low Fat,0.186,Health,OUT027,1997,Medium,Tier 1,Supermarket,4935.12,3.1
BB4612,4.29,Non-Edible,0.161,Fruits,OUT019,2008,Medium,Tier 2,Grocery Store,3110.74,3.2
BB4613,11.8,Non-Edible,0.146,Dairy,OUT019,2006,Medium,Tier 2,Supermarket,2275.22,3
BB4614,3.7,Non-Edible,0.058,Health,OUT046,2008,High,Tier 1,Hypermarket,4485.88,4.8
BB4615,13.69,Non-Edible,0.144,Household,OUT019,2012,Small,Tier 3,Grocery Store,3967.42,4.9
BB4616,6.38,Non-Edible,0.193,Household,OUT046,2017,Small,Tier 2,Supermarket,2278.86,3.1
BB4617,19.86,Low Fat,0.079,Health,OUT046,2012,Small,Tier 3,Supermarket,1454.39,3.8
BB4618,15,Regular,0.091,Fruits,OUT045,2010,High,Tier 2,Supermarket,3258.34,1.1
BB4619,16.01,Low Fat,0.044,Baking Goods,OUT046,2008,Medium,Tier 1,Hypermarket,3090.38,3.9
BB4620,19.37,Regular,0.182,Frozen Foods,OUT018,1999,High,Tier 2,Grocery Store,2234.45,4.5
BB4621,9.04,Regular,0.084,Vegetables,OUT019,2015,High,Tier 1,Grocery Store,3435.85,3
BB4622,12.68,Non-Edible,0.17,Soft Drinks,OUT027,2013,Small,Tier 1,Grocery Store,3105.68,1.3
BB4623,6.95,Regular,0.198,Snacks,OUT046,2014,High,Tier 2,Grocery Store,1198.43,1.4
BB4624,13.36,Non-Edible,0.192,Dairy,OUT049,2001,High,Tier 2,Supermarket,3813.54,4.5
BB4625,17.7,Low Fat,0.035,Health,OUT018,1995,Small,Tier 2,Grocery Store,3164.88,3.2
BB4626,3.93,Low Fat,0.135,Soft Drinks,OUT035,2018,High,Tier 2,Supermarket,4010.69,4.7
BB4627,2.85,Low Fat,0.084,Soft Drinks,OUT027,2017,High,Tier 3,Grocery Store,3562.38,1.1
BB4628,4.07,Low Fat,0.014,Soft Drinks,OUT018,2012,Small,Tier 1,Grocery Store,1518.62,2.4
BB4629,12.34,Non-Edible,0.077,Soft Drinks,OUT045,2020,Medium,Tier 1,Hypermarket,4089.73,2.9
BB4630,19.62,Non-Edible,0.03,Dairy,OUT019,2010,Medium,Tier 3,Hypermarket,4393.85,2.9
BB4631,18.74,Low Fat,0.165,Baking Goods,OUT035,2022,Small,Tier 1,Supermarket,1275.42,4.6
BB4632,14.29,Regular,0.083,Canned,OUT019,2020,Medium,Tier 1,Grocery Store,2136.3,1.4
BB4633,18.72,Low Fat,0.191,Frozen Foods,OUT046,2000,Small,Tier 2,Hypermarket,3156.82,4.9
BB4634,13.32,Regular,0.047,Vegetables,OUT019,2014,High,Tier 2,Grocery Store,1153.06,1.8
BB4635,14.85,Non-Edible,0.155,Canned,OUT035,1995,High,Tier 2,Hypermarket,2043.69,3.9
BB4636,7.04,Regular,0.014,Soft Drinks,OUT035,2006,High,Tier 1,Hypermarket,1987.18,4.4
BB4637,5.32,Regular,0.035,Vegetables,OUT045,2000,Medium,Tier 3,Grocery Store,4243.52,2.6
BB4638,8.3,Regular,0.074,Household,OUT019,2021,High,Tier 3,Hypermarket,1692.93,3.7
BB4639,5.32,Low Fat,0.082,Canned,OUT045,1995,High,Tier 1,Grocery Store,4907.06,1.6
BB4640,19.43,Regular,0.186,Household,OUT045,2012,Small,Tier 1,Grocery Store,2437.31,4.8
BB4641,14.23,Low Fat,0.058,Dairy,OUT027,2018,Small,Tier 1,Supermarket,4208.06,4.8
BB4642,13.25,Low Fat,0.154,Health,OUT049,2014,Medium,Tier 3,Supermarket,4087.08,4.4
BB4643,7.78,Low Fat,0.139,Soft Drinks,OUT046,2022,High,Tier 3,Hypermarket,4779.27,2.8
BB4644,15.6,Low Fat,0.164,Soft Drinks,OUT045,1999,High,Tier 3,Grocery Store,4716.12,2
BB4645,2.57,Low Fat,0.114,Health,OUT027,1999,Small,Tier 1,Supermarket,4551.63,4.3
BB4646,15.98,Regular,0.18,Soft Drinks,OUT018,2008,Medium,Tier 2,Hypermarket,3804.33,3.7
BB4647,2.98,Low Fat,0.021,Canned,OUT019,2011,High,Tier 2,Grocery Store,1795.69,2.6
BB4648,14.63,Regular,0.047,Canned,OUT049,2001,Small,Tier 3,Supermarket,4091.21,1
BB4649,6.87,Regular,0.126,Dairy,OUT045,1999,High,Tier 3,Grocery Store,2458.36,1
BB4650,12.36,Regular,0.063,Health,OUT045,2022,Small,Tier 3,Grocery Store,3431.4,1.3
BB4651,11.29,Non-Edible,0.038,Baking Goods,OUT019,2007,High,Tier 1,Grocery Store,2486.74,3.8
BB4652,19.11,Non-Edible,0.046,Canned,OUT045,2008,Medium,Tier 3,Hypermarket,1966.44,4.6
BB4653,5.19,Regular,0.159,Snacks,OUT046,2003,Medium,Tier 1,Grocery Store,3741.06,2.9
BB4654,7.61,Low Fat,0.107,Snacks,OUT027,2004,Medium,Tier 2,Supermarket,3173.62,3
BB4655,14.15,Non-Edible,0.052,Vegetables,OUT045,2019,High,Tier 3,Grocery Store,3794.37,3.8
BB4656,12.82,Regular,0.025,Baking Goods,OUT019,2003,High,Tier 3,Supermarket,3455.2,4.1
BB4657,13.83,Non-Edible,0.186,Snacks,OUT027,2018,Small,Tier 1,Supermarket,4661.47,3.3
BB4658,10.49,Non-Edible,0.013,Health,OUT046,2012,Small,Tier 3,Grocery Store,1092.93,4.2
BB4659,19.45,Low Fat,0.056,Household,OUT035,2007,Small,Tier 1,Hypermarket,2628.87,2.8
BB4660,19.98,Regular,0.056,Soft Drinks,OUT046,2012,High,Tier 1,Supermarket,1224.98,2.6
